trace_id,event:start_weekday,trace:cycle_time,adaptation_action
0,0,211.07310545,insert
1,0,221.03844581666667,no-action
2,0,260.2662503,skip
3,1,240.0568420833333,no-action
4,1,198.28049398333332,no-action
5,1,225.45624401666663,no-action
6,1,229.93501346666667,no-action
7,1,228.04434566666663,no-action
8,1,203.25947431666663,no-action
9,1,249.2797361833333,no-action
10,2,267.15835143333334,skip
11,2,1229.4386096666667,skip
12,2,1196.8632374833333,skip
13,1,1344.3890280666667,skip
14,1,261.8464804,skip
15,1,233.4987114,no-action
16,2,1100.759495733333,skip
17,2,216.07855865,no-action
18,2,234.51400126666667,no-action
19,2,217.7193272,no-action
20,2,195.11773835,no-action
21,2,237.15698986666663,no-action
22,2,261.77631756666665,skip
23,2,213.4146286333333,no-action
24,1,213.5229633,insert
25,2,211.60659855,no-action
26,2,262.5346277333333,skip
27,2,1225.9687522,skip
28,3,1117.4235539833332,skip
29,3,1162.1512955333333,skip
30,3,239.7363846,no-action
31,2,215.16461468333333,no-action
32,2,973.3364601666668,skip
33,3,234.00207946666663,no-action
34,3,242.01719266666663,no-action
35,1,217.98250151666667,no-action
36,3,198.3861799,insert
37,3,231.43167546666663,no-action
38,3,263.73870795,skip
39,3,244.38444195,no-action
40,3,201.70385265,no-action
41,3,233.8478578333333,no-action
42,3,240.81113095,no-action
43,3,1150.1917988833334,skip
44,3,1193.1744407333333,skip
45,4,1318.3438762,skip
46,0,252.04327515,skip
47,4,227.20429591666667,no-action
48,4,1155.9037356833333,skip
49,3,220.8848614,no-action
50,3,260.22106238333333,skip
51,4,234.88459815,no-action
52,4,198.57318761666667,no-action
53,4,217.40169555,no-action
54,4,244.9697761,no-action
55,4,228.26907476666668,no-action
56,4,203.7427895833333,no-action
57,0,244.56541855,no-action
58,4,271.2159945,skip
59,4,1123.8767772166666,skip
60,4,1181.75159915,skip
61,4,1172.2802379,skip
62,4,265.74221996666665,skip
63,0,243.24822525,no-action
64,0,1165.3693624333334,skip
65,0,224.0634557,no-action
66,4,234.64376898333333,no-action
67,4,224.24726175,no-action
68,1,203.16020428333331,no-action
69,0,236.6013786833333,no-action
70,0,238.54425621666667,no-action
71,0,217.63078428333333,no-action
72,0,220.76213095,insert
73,0,214.5460641,no-action
74,0,257.7732638333333,skip
75,0,4338.199089566667,skip
76,0,4021.0161645,skip
77,0,3952.47219715,skip
78,0,245.6416515,no-action
79,1,222.63545363333333,no-action
80,0,4500.708351116667,skip
81,1,244.59368151666663,no-action
82,1,249.81615025,no-action
83,1,218.0421800833333,no-action
84,0,211.52740961666663,insert
85,0,218.11034975,no-action
86,1,262.66679935,skip
87,1,246.7066900833333,no-action
88,1,200.00671386666667,no-action
89,1,219.3845119,no-action
90,1,255.07735351666668,skip
91,1,1192.07831555,skip
92,1,1157.4052278,skip
93,1,1379.9146961833333,skip
94,1,265.97782645,skip
95,1,215.0803554833333,no-action
96,1,1209.61146925,skip
97,1,220.17011706666668,no-action
98,2,261.42151251666667,skip
99,2,245.44684376666663,no-action
100,2,219.14185901666667,insert
101,1,222.3449921,no-action
102,1,240.79897895,no-action
103,1,229.18987501666663,no-action
104,2,199.36188361666663,no-action
105,2,246.1941350833333,no-action
106,2,266.7216229,skip
107,2,1189.6925487666667,skip
108,2,1011.6650996166668,skip
109,2,1185.73512285,skip
110,2,264.6199921333333,skip
111,2,234.78203851666663,no-action
112,0,1220.4916010666666,skip
113,1,220.64271446666663,no-action
114,2,233.48756465,no-action
115,2,216.02661511666668,no-action
116,2,196.4524684833333,no-action
117,3,241.32059276666664,no-action
118,3,257.35822585,skip
119,3,216.28278985,no-action
120,2,209.00738911666667,insert
121,2,218.07135066666663,no-action
122,3,240.1352611,no-action
123,3,1171.04850415,skip
124,1,1097.7475896,skip
125,3,1207.0591944166667,skip
126,3,239.76260421666663,no-action
127,3,224.09774563333332,no-action
128,3,1118.0153440166666,skip
129,3,245.24915496666668,no-action
130,3,255.36864786666663,skip
131,3,208.2948344,no-action
132,3,207.36910383333333,insert
133,3,218.1807608833333,no-action
134,4,265.8149323833333,skip
135,1,234.62604808333333,no-action
136,4,199.6515758333333,no-action
137,4,218.07160116666665,no-action
138,3,236.60617048333333,no-action
139,3,1180.1373344833332,skip
140,4,1049.7981659,skip
141,4,1174.214739966667,skip
142,4,260.5765836333333,skip
143,4,212.0660816333333,no-action
144,4,1080.3094872833333,skip
145,4,223.08703015,no-action
146,1,267.7200671666667,skip
147,4,255.5325818833333,skip
148,4,197.04847698333333,no-action
149,4,206.53769846666663,no-action
150,4,236.57659495,no-action
151,4,218.46072873333333,no-action
152,0,223.72819441666667,insert
153,0,235.17583841666664,no-action
154,0,266.2404881333333,skip
155,4,3835.596533433333,skip
156,4,4208.200029316667,skip
157,1,3922.963826016666,skip
158,0,262.8850510333333,skip
159,0,242.62977365,no-action
160,0,3993.505599283333,skip
161,0,225.28649075,no-action
162,0,259.1536866,skip
163,0,227.3370241,no-action
164,0,200.8645589333333,no-action
165,0,238.14622836666663,no-action
166,0,257.0083594833333,skip
167,0,215.68776728333333,no-action
168,1,208.66917525,insert
169,0,212.2379236,no-action
170,1,264.1871641833333,skip
171,1,1179.4314578833332,skip
172,1,1308.6500432,skip
173,0,1068.6069987333333,skip
174,0,241.10473175,no-action
175,1,223.81456721666663,no-action
176,1,1144.1285035333333,skip
177,1,236.54169141666668,no-action
178,1,259.469765,skip
179,1,221.44236865,no-action
180,1,216.8241341,insert
181,1,225.4871127,no-action
182,1,247.34492035,no-action
183,1,242.3993031333333,no-action
184,1,204.69431696666663,no-action
185,1,229.75042513333327,no-action
186,1,241.54872031666667,no-action
187,2,1118.4199642333333,skip
188,2,1189.0155864833334,skip
189,2,1269.0054577666667,skip
190,2,262.6645154166667,skip
191,1,220.36129626666667,no-action
192,1,1126.0657380166667,skip
193,2,210.80023855,no-action
194,2,265.95620565,skip
195,2,237.34741036666668,no-action
196,2,199.5314619,no-action
197,2,218.88827125,no-action
198,2,239.09859551666668,no-action
199,2,227.2662585,no-action
200,2,199.1904806,no-action
201,2,235.16089766666667,no-action
202,2,257.36502303333333,skip
203,2,1122.573675116667,skip
204,2,1160.2392028333334,skip
205,3,1254.20184265,skip
206,3,268.71170863333333,skip
207,3,243.5766889666667,no-action
208,2,1241.00484605,skip
209,2,221.18189881666663,no-action
210,3,240.3181564,no-action
211,3,230.39574235,no-action
212,2,219.91992821666668,insert
213,3,239.12662315,no-action
214,3,254.78931175,skip
215,3,209.46057585,no-action
216,3,209.76331115,insert
217,3,212.53409166666663,no-action
218,3,259.96314036666666,skip
219,3,1165.877147616667,skip
220,3,1200.5806450333334,skip
221,3,1187.43103995,skip
222,4,249.0736919,no-action
223,0,217.54385435,no-action
224,1,1010.3401079166666,skip
225,4,242.6617070833333,no-action
226,4,267.0320424166667,skip
227,3,217.61761985,no-action
228,3,214.0085702,insert
229,4,220.5767995,no-action
230,4,257.0122506833333,skip
231,4,234.39656778333327,no-action
232,4,200.72995513333333,no-action
233,4,218.04007601666663,no-action
234,4,236.4218106833333,no-action
235,1,4129.45359615,skip
236,4,4049.4248022666666,skip
237,4,3683.8747978666665,skip
238,4,242.56778633333332,no-action
239,4,222.7626524,no-action
240,4,3706.7004455166666,skip
241,0,216.92604176666663,no-action
242,0,255.8246869333333,skip
243,0,238.2961911833333,no-action
244,4,224.59834743333332,insert
245,4,221.81334376666663,no-action
246,2,231.20900026666664,no-action
247,0,228.31606736666663,no-action
248,0,208.39849676666665,no-action
249,0,237.7408595333333,no-action
250,0,257.6293929,skip
251,0,1232.2703322833331,skip
252,0,1111.6832161,skip
253,0,1191.7188857166666,skip
254,0,260.84660845,skip
255,0,240.92452158333333,no-action
256,0,1205.6248902333334,skip
257,2,213.70179626666663,no-action
258,0,236.6225649,no-action
259,1,217.4830855333333,no-action
260,1,204.15796011666663,no-action
261,1,232.40111388333327,no-action
262,0,267.46235115,skip
263,0,215.65913701666668,no-action
264,1,210.6873796333333,insert
265,1,208.19402841666667,no-action
266,1,258.44534308333334,skip
267,1,1221.90487665,skip
268,2,1249.6510581,skip
269,1,1184.3842119166666,skip
270,1,235.48130798333327,no-action
271,1,215.45153893333327,no-action
272,1,1150.1596187333334,skip
273,1,239.70457553333333,no-action
274,1,269.58961841666667,skip
275,1,218.69595265,no-action
276,2,208.81756781666667,insert
277,2,227.22809526666663,no-action
278,2,248.76276145,no-action
279,2,244.1296587,no-action
280,1,217.42445706666663,insert
281,1,209.49287176666667,no-action
282,2,238.99471481666663,no-action
283,2,1219.9857546666667,skip
284,2,1230.8836330333334,skip
285,2,1215.8242805666666,skip
286,2,268.81448901666664,skip
287,2,233.39130433333327,no-action
288,2,1158.7829699833333,skip
289,2,219.0631897,no-action
290,2,266.36273746666666,skip
291,2,234.14071741666663,no-action
292,2,201.91707071666667,no-action
293,2,206.29402858333333,no-action
294,3,245.3884931,no-action
295,3,211.2926756,no-action
296,3,211.39049065,no-action
297,2,247.08057421666663,no-action
298,2,264.2649776,skip
299,3,1154.8792392333332,skip
300,3,1131.55760935,skip
301,2,1209.6418216333334,skip
302,3,263.2699831,skip
303,3,232.1821115333333,no-action
304,3,1120.3665054333333,skip
305,3,217.05216343333333,no-action
306,3,241.27745561666663,no-action
307,3,221.04471088333327,no-action
308,3,198.6557758333333,no-action
309,3,246.84632695,no-action
310,3,265.4581147833333,skip
311,4,219.00974008333333,no-action
312,2,206.70191015,insert
313,4,219.77254936666668,no-action
314,4,254.01387588333333,skip
315,3,3777.252253166667,skip
316,3,4171.2058781666665,skip
317,4,4608.571712016666,skip
318,4,235.69086571666668,no-action
319,4,225.87378768333332,no-action
320,4,4017.053005683333,skip
321,4,240.10571178333333,no-action
322,4,272.2382205166667,skip
323,2,216.05839105,no-action
324,4,210.69375616666667,insert
325,4,218.4557560833333,no-action
326,4,263.15609085,skip
327,4,232.31990206666663,no-action
328,4,197.4724256,no-action
329,0,216.97677686666665,no-action
330,0,251.25763246666668,skip
331,0,1312.0761989,skip
332,4,1086.08628725,skip
333,4,1240.8478933666668,skip
334,0,261.876629,skip
335,2,225.63950738333327,no-action
336,0,1037.0051136,skip
337,0,231.62936451666667,no-action
338,0,273.2624975,skip
339,0,247.0014527333333,no-action
340,0,199.77298881666667,no-action
341,0,220.57975325,no-action
342,0,245.7200491,no-action
